device_id,pollution,timestamp,lat,lon
801F02000010,0,2016-12-19T11:20:00Z,25.062,121.451
74DA38A86960,39,2016-12-19T11:20:00Z,35.205,128.114
74DA38A8695E,47,2016-12-19T11:20:00Z,35.219,128.579
74DA38A8695C,70,2016-12-19T11:20:00Z,35.237,128.545
74DA38A8695A,40,2016-12-19T11:20:00Z,34.897,128.693
74DA38A86958,51,2016-12-19T11:20:00Z,35.374,129.027
74DA38A86956,52,2016-12-19T11:20:00Z,35.374,129.028
74DA38A86954,92,2016-12-19T11:20:00Z,35.415,129.068
74DA38A86952,72,2016-12-19T11:20:00Z,35.219,128.579
74DA38A86950,20,2016-12-19T11:20:00Z,34.971,127.795
74DA38A8694C,29,2016-12-19T11:20:00Z,34.948,127.783
74DA38A8694A,57,2016-12-19T11:20:00Z,35.205,128.698
74DA38A86948,81,2016-12-19T11:20:00Z,35.273,128.457
74DA38A86946,35,2016-12-19T11:20:00Z,34.929,128.121
74DA38A86944,51,2016-12-19T11:20:00Z,34.948,127.783
74DA38A86942,48,2016-12-19T11:20:00Z,35.144,128.557
74DA38A8693E,80,2016-12-19T11:20:00Z,35.502,128.752
74DA38A8693C,18,2016-12-19T11:20:00Z,35.297,127.955
74DA38A8693A,24,2016-12-19T11:20:00Z,34.985,127.824
74DA38A86938,53,2016-12-19T11:20:00Z,35.169,128.057
74DA38A86934,47,2016-12-19T11:20:00Z,34.897,128.693
74DA38A86932,54,2016-12-19T11:20:00Z,34.985,127.824
74DA38A8692C,26,2016-12-19T11:20:00Z,34.986,127.839
74DA38A8692A,50,2016-12-19T11:20:00Z,34.987,127.838
74DA38A86928,58,2016-12-19T11:20:00Z,35.273,128.457
74DA38A86926,70,2016-12-19T11:20:00Z,35.146,128.557
74DA38A86920,72,2016-12-19T11:20:00Z,35.206,128.114
74DA38A8691E,128,2016-12-19T11:20:00Z,35.449,129.075
74DA38A8691C,94,2016-12-19T11:20:00Z,35.415,129.067
74DA38A8691A,51,2016-12-19T11:20:00Z,35.375,129.028
74DA38A86918,97,2016-12-19T11:20:00Z,35.205,128.698
74DA38A86916,62,2016-12-19T11:20:00Z,35.297,127.955
74DA38A86914,136,2016-12-19T11:20:00Z,35.449,129.074
